Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
3eab9296-a10d-909d-8033-794bf088b92d,1993-05-31,,999-42-1301,S99975689,X72246069X,Mr.,Domingo513,Robin66,Abbott774,,,M,white,nonhispanic,M,Newton  Massachusetts  US,607 Dickinson Knoll,Taunton,Massachusetts,Bristol County,25005,02767,41.911140843538895,-71.05817820855725,103060.00,212337.14,122350
bb2c85b8-7c17-844f-60ea-56c045b4e32c,1966-01-08,,999-98-9952,S99959906,X4686319X,Mrs.,Sirena316,Vicki422,Haag279,,Shields502,W,white,nonhispanic,F,Woburn  Massachusetts  US,964 Yundt Hollow,Randolph,Massachusetts,Norfolk County,25021,02368,42.22771183991617,-71.09891430871565,361091.54,198021.90,58399
5bdedef4-0de8-58f3-74a3-e482c5910b3b,1996-05-31,,999-48-9628,S99946406,X51188987X,Mr.,Clint766,Alden634,Donnelly343,,,M,white,nonhispanic,M,Swansea  Massachusetts  US,149 Cummings Viaduct,Beverly,Massachusetts,Essex County,25009,01915,42.56552797944596,-70.83918051741956,148884.87,7520.16,45409
15a455a7-ddba-7020-d879-2b48a346406c,1954-01-18,,999-58-2932,S99933532,X38347293X,Mr.,Buck819,Jarrett354,Hessel84,,,S,white,nonhispanic,M,Fall River  Massachusetts  US,846 Predovic Flat,Revere,Massachusetts,Suffolk County,25025,02151,42.409895261357526,-70.94453889677865,174184.11,53836.15,59922
cefd4752-4dc5-e752-c473-e6cdb6c61387,1965-10-19,,999-29-9146,S99998820,X52471234X,Mr.,Jay242,Chuck784,Mayer370,,,S,white,nonhispanic,M,Wellesley  Massachusetts  US,290 Heidenreich Highlands Unit 90,Westborough,Massachusetts,Worcester County,25027,01581,42.238567634176455,-71.64159418941793,145185.10,48506.60,110590
ece24edc-e6d9-e646-b51d-28939ae3cd92,1988-02-15,,999-19-9562,S99951868,X81623650X,Mrs.,Lidia103,,Krajcik437,,Kirlin939,M,white,nonhispanic,F,East Falmouth  Massachusetts  US,843 Runolfsdottir Neck,Natick,Massachusetts,Middlesex County,,00000,42.3255700111673,-71.34061362118692,184830.80,329840.44,197361
3352cdc1-bf05-6b10-fef6-37c3b62a55e4,1955-09-22,,999-61-7055,S99919982,X41623648X,Mr.,Percy315,Darrel772,Nader710,,,M,asian,nonhispanic,M,Teaticket  Massachusetts  US,109 Batz Mission,Hanson,Massachusetts,Plymouth County,25023,02341,42.055586153241734,-70.82954243623877,164328.70,90292.95,26373
9e5db67e-91e4-3466-c6b6-8a3c3c352fa3,1961-06-17,,999-91-8554,S99982571,X53504873X,Mr.,Isreal8,Nigel915,Rippin620,,,M,black,nonhispanic,M,Dartmouth  Massachusetts  US,179 Simonis Rue Unit 82,Bridgewater,Massachusetts,Plymouth County,25023,02324,42.01955563464125,-71.02058039625328,157899.55,43756.26,33092
98f30d61-46a0-54e8-60c5-cb13feaf26b5,1952-09-19,,999-12-2566,S99929497,X23228911X,Mrs.,Tomasa683,,Abernathy524,,Veum823,D,white,nonhispanic,F,Lawrence  Massachusetts  US,544 Mills Brook,Lexington,Massachusetts,Middlesex County,25017,02420,42.4745211558671,-71.26979875493498,295396.56,282513.61,197748
b44a02c9-a405-f126-6848-1742e699f3d5,1923-03-22,1960-08-17,999-29-9470,S99940801,X33147812X,Mr.,Rueben647,Glen190,Kshlerin58,,,M,white,nonhispanic,M,Methuen  Massachusetts  US,394 Veum Harbor Apt 87,Ashland,Massachusetts,Middlesex County,,00000,42.27098604880233,-71.4541054644286,103676.97,68954.30,44177
0be2b4a5-d0ed-a6ff-f30d-5a3d64314c86,1995-05-23,,999-95-9411,S99926533,X89729665X,Mrs.,Mana631,Megan108,McClure239,,Auer97,M,other,hispanic,F,North Attleborough  Massachusetts  US,860 Ward Mission,Boston,Massachusetts,Suffolk County,25025,02109,42.21396372586536,-71.12749381655006,138296.86,174422.86,91759
748bf09f-f1da-6dc3-846d-d926873382e0,1978-09-20,,999-68-7190,S99952273,X18921480X,Mrs.,Kayla528,,Schiller186,,Pacocha935,M,white,nonhispanic,F,Methuen  Massachusetts  US,165 Lockman Pathway,Chelsea,Massachusetts,Suffolk County,25025,02150,42.420952153529605,-71.0704212427203,16869.38,1043154.41,5892
d1f35ee4-a20a-9b2e-9a0f-cf82d119c66f,1958-05-17,,999-49-4475,S99986417,X64221054X,Mrs.,Nikita578,Omega729,Schimmel440,,Hammes673,M,white,nonhispanic,F,Dracut  Massachusetts  US,842 Mayert Road Unit 74,Gloucester,Massachusetts,Essex County,25009,01930,42.57663149705171,-70.72188491602341,18099.05,913746.03,14782
5efed06c-b454-b816-4c55-82a3a2a656d8,1940-10-14,2019-06-22,999-61-9386,S99985146,X45343083X,Mr.,Timothy142,Jacques50,Boehm581,,,D,white,nonhispanic,M,Fall River  Massachusetts  US,552 Hintz Arcade,Beverly,Massachusetts,Essex County,25009,01915,42.54665123742929,-70.86786477088819,72389.78,188397.55,29714
7844da5e-64ed-4883-84da-21dd0d29d666,2001-08-13,,999-55-1063,S99939192,X79591133X,Ms.,Micaela928,,Barrios478,,,,white,hispanic,F,Santiago  Santiago Province  CL,828 Barton Branch,Lawrence,Massachusetts,Essex County,25009,01843,42.71822573729083,-71.154826386438,86240.61,68049.01,37727
e29a5863-a7e9-05f1-de7f-ae10b4e56712,1973-07-12,,999-76-3601,S99922090,X87330500X,Mrs.,Ali918,Tarra676,Hettinger594,,Stark857,D,white,nonhispanic,F,Leominster  Massachusetts  US,322 Schaden Mission Apt 0,Brockton,Massachusetts,Plymouth County,25023,02302,42.12293116181738,-71.01954109382547,436877.88,488869.54,92864
253dc3d9-fa0b-7dcc-8977-1aef7bc00be2,2025-01-15,,999-79-8134,,,,Arlie183,,Jaskolski867,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,483 Hoeger Row Suite 56,Rockport,Massachusetts,Essex County,25009,01966,42.64650386328689,-70.65039645375606,4739.47,558.79,192355
c7c67f6a-950a-4f7b-9ede-911ee5a2473b,2009-07-24,,999-20-7647,S99959340,,,Clifford177,Charley358,Tromp100,,,,white,nonhispanic,M,Dartmouth  Massachusetts  US,156 Carter Esplanade Apt 36,Holyoke,Massachusetts,Hampden County,25013,01040,42.2477599655805,-72.66069736247037,103100.39,480823.70,92096
f0578fbb-ade5-2087-b643-753a73fa3390,1953-09-21,,999-19-8821,S99927536,X45879944X,Mrs.,Shavonda114,Amal279,Orn563,,Tillman293,D,white,nonhispanic,F,Boston  Massachusetts  US,317 Kulas Route Apt 62,Framingham,Massachusetts,Middlesex County,25017,01702,42.29037125346001,-71.47318802374423,717814.87,476255.67,42700
16859c1a-5ec3-d76d-226d-dc82880822bb,1987-06-12,,999-76-3089,S99952399,X87523653X,Mrs.,Cristina921,,Ziemann98,,Senger904,D,white,nonhispanic,F,Springfield  Massachusetts  US,882 Lang Vista,Cambridge,Massachusetts,Middlesex County,25017,02472,42.334862970777706,-71.17947276843807,120133.70,33954.87,198937
c3e61ef1-dafe-dda3-5436-e751756d4707,1967-07-17,,999-96-9559,S99938971,X70093834X,Mr.,Antonio44,Man114,Grant908,,,M,white,nonhispanic,M,Norton  Massachusetts  US,208 Grady Bay,Nantucket,Massachusetts,Nantucket County,25019,02554,41.29345449013132,-70.13241188292722,27302.33,199412.20,76292
89deecd9-7d92-11d0-d201-ac8e660587d1,2018-12-24,,999-87-2701,,,,Delbert384,Doyle959,Koch169,,,,white,nonhispanic,M,Gloucester  Massachusetts  US,1026 Welch Station,Somerville,Massachusetts,Middlesex County,25017,02144,42.37445195120466,-71.16508385215158,8578.54,7071.81,70481
064750cf-2846-4a7f-8905-67a31c05004c,1979-06-28,,999-31-3652,S99923496,X47294658X,Ms.,Agnes294,,Witting912,,,S,white,nonhispanic,F,Easthampton  Massachusetts  US,481 Blanda Forge,Natick,Massachusetts,Middlesex County,,00000,42.29882378100615,-71.3628936234504,296051.87,705317.32,179663
099971d0-ef0c-ddbe-7328-f752dcdb8491,1948-11-10,,999-31-9650,S99971619,X34102505X,Mr.,Greg949,Brain142,Hahn503,,,D,white,nonhispanic,M,Agawam  Massachusetts  US,762 Hartmann Pathway,Arlington,Massachusetts,Middlesex County,25017,02474,42.370827933389954,-71.19915836833869,492915.44,511898.89,66637
2fd9e63a-afe4-d30f-6038-426511fbf544,1975-04-25,,999-98-4796,S99930848,X54917363X,Mrs.,Domenica436,Clarinda196,Friesen796,,Braun514,M,white,nonhispanic,F,Somerville  Massachusetts  US,480 Muller Fort Apt 62,Milton,Massachusetts,Norfolk County,25021,02186,42.26332403441531,-71.09643836930806,201339.99,1096852.31,135832
a0d655fd-7a2c-1c77-bc26-c324820843b7,1993-04-10,,999-41-2581,S99997508,X28733859X,Mr.,Arnulfo253,Marcelo725,McGlynn426,,,M,white,nonhispanic,M,Boston  Massachusetts  US,157 Adams Plaza,Adams,Massachusetts,Berkshire County,25003,01220,42.5914972930193,-73.09711523584751,51963.05,29183.29,97080
a5071272-d8d8-b561-f95e-a12ca78f0800,1923-03-22,,999-73-2922,S99936512,X64241333X,Mr.,Lynn917,Charley358,Senger904,,,M,white,nonhispanic,M,Woburn  Massachusetts  US,1091 Deckow Burg Suite 65,Ashland,Massachusetts,Middlesex County,,00000,42.25527591274275,-71.51345695621644,391062.91,650423.15,44177
0097e2bc-88d0-758c-0d24-6227040fd4d9,2017-09-05,,999-85-3431,,,,Gena729,Cornelia505,Waters156,,,,white,nonhispanic,F,Southbridge  Massachusetts  US,383 Moen Station,Boston,Massachusetts,Suffolk County,25025,02125,42.273450955066224,-71.05310952061197,18204.19,10803.46,26653
0dd8b836-91f0-5276-dbe4-dd2dc00a4e9f,1975-12-24,,999-34-5782,S99956623,X68570780X,Mr.,Maria750,Man114,Pouros728,,,S,white,nonhispanic,M,Leominster  Massachusetts  US,359 Will Heights,Springfield,Massachusetts,Hampden County,25013,01105,42.10521172547222,-72.50559728372218,198579.75,53206.63,46144
35adef57-5ba5-e7ec-1fbe-c91153ceea4c,2001-10-16,,999-72-6609,S99954055,X6886943X,Ms.,Sally227,,Emard19,,,,white,nonhispanic,F,Franklin  Massachusetts  US,976 Swaniawski Mission,Auburn,Massachusetts,Worcester County,,00000,42.22407213380732,-71.8233008722539,137820.04,340439.40,46275
dcf8f3af-aee3-e405-8849-f88a5eaa7576,1983-07-24,,999-50-5047,S99937233,X8962286X,Ms.,Kati243,Delta800,Schulist381,,,S,white,nonhispanic,F,Medway  Massachusetts  US,597 Walker Trail Unit 18,East Longmeadow,Massachusetts,Hampden County,,00000,42.03739792922561,-72.4662973347152,163489.84,155959.80,138995
87bd285c-99f8-9599-7cd4-83ca9a2d8063,1996-12-15,,999-82-3385,S99912172,X5893712X,Mr.,Josiah310,Stephan15,Reynolds644,,,S,black,hispanic,M,Chicopee  Massachusetts  US,488 Williamson Mall,Boston,Massachusetts,Suffolk County,25017,02467,42.3886116592251,-71.08920150136188,365501.39,318399.75,113407
06a0ca64-5677-f729-b3b4-a4a8c79b5478,1964-03-22,,999-27-4343,S99965747,X74459923X,Mr.,Rogelio17,Lanny564,Reilly981,,,W,white,nonhispanic,M,Fall River  Massachusetts  US,256 Lowe Gardens Unit 72,Amherst,Massachusetts,Hampshire County,,00000,42.401636921204165,-72.49732779427048,156438.22,31021.27,60703
dc032f24-faf6-e78a-38ab-7e15155b86f0,2000-08-14,,999-46-2333,S99913750,X29290792X,Ms.,Lenna704,Mechelle851,Ryan260,,,,white,nonhispanic,F,Boston  Massachusetts  US,645 Bayer Highlands,Waltham,Massachusetts,Middlesex County,25017,02452,42.380554995636984,-71.25358469701209,109860.07,157783.54,147732
9dd85bcf-6d14-b01f-5f68-693299899b97,1967-07-18,,999-84-8887,S99997600,X30234022X,Mrs.,Annetta101,Ricki338,Carter549,,King743,M,white,nonhispanic,F,Lowell  Massachusetts  US,453 Paucek Wall,Leicester,Massachusetts,Worcester County,,00000,42.21769144008056,-71.86593745851181,1016780.66,416790.06,85979
8ca8a38b-410a-dc2c-607f-432934be2a80,1985-11-03,,999-99-4448,S99936425,X18877513X,Mrs.,Mattie544,,Eichmann909,,Ledner144,D,white,nonhispanic,F,Millis  Massachusetts  US,482 Rippin Road,Boston,Massachusetts,Suffolk County,25025,02116,42.3870436954491,-71.01843662219638,17219.69,923430.26,2025
7ef803c2-9531-bf98-63bb-b41c3dfe2df0,1998-10-03,,999-96-1404,S99973839,X62407123X,Mr.,Clifton91,Rolf983,Hyatt152,,,,asian,nonhispanic,M,Billerica  Massachusetts  US,377 Leuschke Divide,Concord,Massachusetts,Middlesex County,,00000,42.41724766426075,-71.38244579838096,108591.41,14371.66,123824
79f950bc-db7c-12e4-efe1-ecacee6ed748,1995-12-27,,999-32-8024,S99922072,X30246981X,Mr.,Vern731,Royal919,Russel238,,,M,white,nonhispanic,M,Northampton  Massachusetts  US,594 Stehr Flat,Hanover,Massachusetts,Plymouth County,,00000,42.16231564174492,-70.83596711224347,112294.18,3066.55,58182
6ec25827-454a-d6a1-12dc-f37de13da8f7,1950-05-03,,999-86-5569,S99998367,X87981918X,Mr.,Aron520,Freddie621,Nader710,,,M,white,nonhispanic,M,Boston  Massachusetts  US,165 Bechtelar Parade,Lynnfield,Massachusetts,Essex County,25009,01940,42.49682831656804,-70.99322197706145,183551.49,175942.40,143157
d6a6d05a-83d6-30ea-9779-0d6f5fe0a5fb,2025-04-28,,999-31-9899,,,,Maegan141,Sunni15,Murphy561,,,,white,hispanic,F,Acushnet  Massachusetts  US,900 Cremin Burg,Beverly,Massachusetts,Essex County,25009,01915,42.55264152674862,-70.83427843711331,4118.62,0.00,50314
04c18b29-5c29-c2ad-fd79-24d282bec97a,1982-03-12,2022-07-15,999-73-8334,S99977365,X32498063X,Ms.,Ivana95,Pilar644,Thompson596,,,S,hawaiian,nonhispanic,F,Leominster  Massachusetts  US,858 Doyle Throughway Unit 14,Lexington,Massachusetts,Middlesex County,25017,02420,42.46748515662341,-71.21521889466877,215250.69,704606.95,343855
9a28a679-8c53-b649-4c3b-1c530328397e,1955-03-05,,999-61-7484,S99935236,X59585940X,Mrs.,Teresia279,Tawanna466,Orn563,,Klein929,M,white,nonhispanic,F,Taunton  Massachusetts  US,1075 Medhurst Ramp Unit 17,Wareham,Massachusetts,Plymouth County,,00000,41.75404501285365,-70.66059950730323,42076.00,1237099.28,13781
51c12659-618f-aaac-cee1-3fffbd2fdc79,2017-06-15,,999-15-9815,,,,Micah422,Damon455,Mueller846,,,,white,nonhispanic,M,Worcester  Massachusetts  US,753 Hirthe Gardens,Waltham,Massachusetts,Middlesex County,25017,02452,42.38632921359048,-71.21843702034634,25839.03,0.00,130708
c4af62ce-0a7a-1f1b-2c10-b6d46c0e4748,1999-03-20,,999-70-1256,S99982569,X33586960X,Mr.,Porter490,,Rowe323,,,,white,nonhispanic,M,Middleborough Center  Massachusetts  US,823 Rempel Pathway Suite 51,Boston,Massachusetts,Suffolk County,25025,02151,42.27005194963547,-71.17438275950136,5521.90,96856.41,9284
661e13e8-47fa-7442-9ba2-5948ca3a7042,1992-08-06,,999-68-7895,S99956076,X50559050X,Mrs.,Araceli695,Susann104,Stamm704,,White193,M,white,nonhispanic,F,Danvers  Massachusetts  US,1068 Sauer Lodge,Natick,Massachusetts,Middlesex County,,00000,42.25991710359364,-71.3767092200228,141554.53,329017.03,40838
9e981c15-278c-cb31-d7d3-631635b37646,2000-09-14,,999-72-7110,S99990920,X2206032X,Ms.,Cordia574,Kristeen693,Gutmann970,,,,white,nonhispanic,F,Boston  Massachusetts  US,725 Walsh Lane,Reading,Massachusetts,Middlesex County,25017,01801,42.55047728858955,-71.07856945021356,135662.50,233723.32,141423
8be96d85-6bd1-a9f2-c048-e12a786c3e18,2007-06-04,,999-76-9775,S99919433,,Mr.,Basil991,Neal874,Bailey598,,,,white,nonhispanic,M,Leominster  Massachusetts  US,673 Lesch Divide Unit 16,Barre,Massachusetts,Worcester County,25027,01005,42.44405534337378,-72.09768616242863,44114.16,0.00,81214
6cd05884-ca10-9da9-cddf-a560084fa5a5,2012-04-09,,999-41-9548,,,,Dung738,Denny560,Deckow585,,,,white,nonhispanic,F,Woburn  Massachusetts  US,718 Heaney Alley,Walpole,Massachusetts,Norfolk County,25021,02081,42.13713058955632,-71.26117311059488,64447.64,106438.35,137386
825e3d90-62ed-9c66-2515-cabc2bf2d3bc,1980-11-08,,999-43-9734,S99953477,X72339932X,Mr.,Sandy901,Lee268,Koelpin146,,,S,white,nonhispanic,M,North Adams  Massachusetts  US,370 Bechtelar Bay,Lawrence,Massachusetts,Essex County,25009,01840,42.740324887614456,-71.1255035796439,366060.44,290063.07,104264
d0d6c002-469b-ea99-7f94-c3dddfb4a892,1973-10-03,,999-96-2170,S99983282,X28092305X,Mr.,Logan497,Zachary28,Boyle917,,,M,white,hispanic,M,Quincy  Massachusetts  US,422 Feeney Promenade Unit 31,Revere,Massachusetts,Suffolk County,25025,02151,42.38690963787042,-71.04088921537672,109754.75,51312.88,26442
4fe1888e-2c30-4933-c3e3-c56b1ed7412c,2016-02-21,,999-82-3002,,,,Freddy176,,Stanton715,,,,white,nonhispanic,M,Boston  Massachusetts  US,107 Waters Estate,Leominster,Massachusetts,Worcester County,25027,01453,42.48548798634437,-71.7870777859912,2131.90,48730.44,3467
dfa85503-e6a5-48e9-2ca9-cd42d3773aa8,1982-03-12,,999-25-7948,S99988324,X88104162X,Mrs.,Lesia354,Jenell974,Schultz619,,Gottlieb798,D,hawaiian,nonhispanic,F,Agawam  Massachusetts  US,879 Bahringer Divide,Lexington,Massachusetts,Middlesex County,25017,02421,42.48410412056504,-71.17032753967133,214643.76,357941.70,343855
a112f2b4-eea1-b333-8687-9c35eed7da9c,1972-03-30,,999-45-1184,S99911173,X62380606X,Mr.,Rudolf736,Emmitt44,Walsh511,,,M,white,nonhispanic,M,Chelmsford  Massachusetts  US,643 Beer Gardens Apt 71,Lynn,Massachusetts,Essex County,25009,01940,42.52091227047856,-70.89806559966618,109764.84,15788.33,26511
3b3ea026-829a-199a-a5d7-2cf5923ef2aa,2011-05-16,,999-96-4113,,,,Cruz300,Granville802,Tillman293,,,,white,nonhispanic,M,Pittsfield  Massachusetts  US,524 Leuschke Station,Burlington,Massachusetts,Middlesex County,25017,01730,42.53093341865587,-71.24509307013852,20295.72,15940.33,30955
a6dcc757-e342-c0ab-2b45-4a125ae6a309,1977-02-27,,999-61-2725,S99933972,X66642436X,Ms.,Joeann663,,O'Kon634,,,S,asian,nonhispanic,F,Haiphong  Kiến An  VN,773 Morar Station,Milton,Massachusetts,Norfolk County,25021,02186,42.21496668746718,-71.04746825817108,138734.39,591622.17,813519
a363cec2-7900-649a-ae6c-464c075d8698,2003-01-06,,999-20-1647,S99997589,X17592099X,Ms.,Carolann504,Mariella503,Gottlieb798,,,,white,nonhispanic,F,Rehoboth  Massachusetts  US,437 Stokes Ranch Suite 19,Worcester,Massachusetts,Worcester County,25027,01607,42.22760129909665,-71.7583672084884,5185.55,115677.37,19564
57f7069c-dd7d-57c5-bca8-bc79bc1b35de,1979-07-13,,999-27-4133,S99954249,X45769641X,Mr.,Graig740,Alexander630,Beer512,,,M,white,nonhispanic,M,Canton  Massachusetts  US,456 Waters Forge,Marshfield,Massachusetts,Plymouth County,25023,02050,42.12200233866508,-70.67128236283492,184299.66,80390.05,68664
07533432-67d0-8ab6-46f2-ac9a8f76cecd,1956-02-10,,999-36-9238,S99928285,X58907972X,Mr.,Kelly223,Frankie174,Funk324,,,M,white,nonhispanic,M,Freetown  Massachusetts  US,104 Leannon Hollow Apt 96,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.44590599335818,-73.26440399933753,16544.24,864047.09,20283
6d810999-e48c-5445-4559-e597ffa4ffe5,1954-08-24,,999-81-2331,S99983154,X69339399X,Mrs.,Tamatha836,Mathilde204,Hane680,,Ledner144,D,white,nonhispanic,F,Acushnet  Massachusetts  US,466 Walter Brook Unit 91,Barnstable,Massachusetts,Barnstable County,25001,02601,41.685301397602345,-70.32906954556502,910226.37,998287.49,50594
886d383b-2533-98eb-af9f-ec51f1bc53c6,2023-08-29,,999-58-2457,,,,Kareen958,Ai120,Pfeffer420,,,,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,1077 Hamill Branch Unit 89,Baldwinville,Massachusetts,Worcester County,25027,01436,42.57329391132137,-72.13467525647094,7326.79,593.69,142072
2e56c1dd-30a9-597c-6608-4f18a9575432,1943-09-20,2017-12-16,999-79-4250,S99966705,X11595193X,Mr.,Logan497,Alvin56,Kohler843,,,D,white,nonhispanic,M,Springfield  Massachusetts  US,367 Macejkovic Lane,Bourne,Massachusetts,Barnstable County,25001,02532,41.70217429703873,-70.60580928706436,371977.25,85843.25,81155
b352d83e-09c1-bdac-db1e-35b097b2de56,1969-10-09,,999-87-1122,S99984709,X34205858X,Ms.,Halley419,Jone716,Collins926,,,S,white,nonhispanic,F,Westborough  Massachusetts  US,956 Feil Arcade,Sandwich,Massachusetts,Barnstable County,25001,02563,41.71056241425804,-70.45311316373326,473181.01,101581.38,69838
